Gender,10percentage,12percentage,CollegeTier,Degree,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
2,89.6,89.75,2,1,78.0,1,630,540,570,0.605533552346783,445,-1,-1,-1,-1,356,-1,-0.4463,0.5454,0.01,0.0192,0.4805,190000
2,85.6,82.0,2,1,74.01,0,370,495,455,0.0800552813405495,445,-1,253,-1,-1,-1,-1,0.1282,0.5454,0.1637,-0.4879,0.8637,205000
1,80.0,72.5,2,1,57.8,0,580,485,455,0.783303536670298,405,388,-1,-1,-1,-1,-1,-0.4463,-0.1206,-1.0659,-0.1076,-1.244,120000
1,82.0,91.5,2,1,81.0,1,625,585,650,0.376059586651545,555,300,-1,512,-1,286,-1,0.0464,0.0328,-0.7068,-0.1727,-0.2875,600000
1,73.0,74.0,2,1,82.0,1,615,350,400,0.535862819499896,-1,-1,-1,393,-1,-1,-1,-0.0154,0.0459,0.3174,0.7798,-0.6692,350000
1,81.6,76.4,2,1,72.65,0,450,525,720,0.243208656725607,-1,-1,-1,-1,340,-1,-1,-1.308,0.3789,0.4711,-0.6147,-0.0943,335000
1,70.2,61.2,2,1,72.98,0,455,635,655,0.910770164246022,445,433,-1,-1,-1,-1,-1,-1.4992,0.5008,0.672,-0.9953,-0.1295,400000
2,61.0,63.0,2,1,65.0,0,465,395,515,0.824666400671332,355,400,-1,-1,-1,-1,-1,0.51,0.0328,1.3977,0.4148,0.8183,430000
1,87.0,76.0,2,1,71.0,1,415,554,405,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-0.4891,-0.4078,0.3444,300000
2,90.4,87.05,2,1,75.25,0,775,615,495,0.824666400671332,-1,400,-1,-1,-1,260,-1,-1.6538,-1.5273,-0.9245,0.53233,-1.9463,320000
1,63.0,60.0,2,1,67.8,0,405,555,355,-1.0,325,-1,-1,-1,-1,-1,-1,-0.3027,-0.7866,0.3174,0.1459,-1.6273,230000
2,75.0,81.0,2,1,67.0,0,560,410,465,0.622642915849938,445,-1,407,-1,-1,-1,-1,0.4155,-0.7866,-0.2974,0.2727,0.0973,250000
1,71.5,70.4,2,1,78.44,0,580,520,720,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.5591,0.5454,1.2396,0.1459,0.8637,120000
2,73.4,76.2,2,1,71.0,0,535,460,270,-1.0,-1,-1,253,-1,-1,-1,-1,1.1336,-0.4536,-1.3733,0.2727,0.8637,200000
1,59.8,60.25,2,1,68.63,0,575,595,405,0.0210662282612675,-1,-1,-1,206,-1,-1,-1,0.2009,1.1248,1.1074,-1.1128,0.9763,1200000
1,79.9,89.4,2,1,77.15,1,385,510,585,-1.0,355,-1,438,-1,-1,-1,-1,-0.159,0.5454,0.4711,-0.1076,0.8637,310000
1,65.8,76.8,2,1,77.5,0,430,495,470,0.938399136791175,-1,333,-1,-1,553,-1,-1,0.5591,-0.1206,-2.1418,0.7798,-1.0524,180000
1,92.0,77.8,2,1,79.0,1,385,565,430,0.998591448072896,335,-1,-1,-1,-1,-1,-1,0.8463,-0.1206,-0.6048,-0.3612,0.4805,300000
1,79.6,87.6,2,1,79.68,0,580,670,900,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.1901,-0.1232,-0.344,0.1798,-0.2875,770000
1,84.0,82.0,2,1,77.5,0,725,435,615,-1.0,-1,-1,-1,-1,-1,-1,-1,0.6646,1.4368,0.2366,-0.29027,0.8973,360000
1,59.0,64.0,2,2,84.0,0,395,510,250,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,0.1637,0.7798,-0.2859,60000
1,69.6,74.6,2,1,70.85,0,545,580,720,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-0.1437,0.0192,-0.0943,330000
1,89.2,91.33,2,1,70.0,0,325,470,415,0.0305659911389536,375,-1,-1,-1,228,-1,-1,0.7027,-0.4536,-0.1437,-0.7415,-0.6692,105000
1,68.33,77.54,2,1,71.82,1,505,635,625,0.124502074009537,415,233,-1,-1,-1,-1,-1,-0.7264,-0.7473,0.2366,-0.0552,0.0284,160000
1,79.0,74.0,1,1,80.0,1,535,585,705,0.979521744319216,625,-1,-1,-1,-1,-1,-1,1.0896,1.2808,-0.1988,-0.4371,0.0284,350000
1,89.0,84.8,2,1,73.0,0,545,395,415,0.943272157866555,365,452,-1,-1,-1,-1,-1,1.2772,1.2114,1.2396,-0.4879,-0.6692,350000
2,75.67,74.4,2,1,74.01,0,385,555,445,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.0355,-0.5913,-1.3599,0.0622299999999999,-1.3539,200000
1,83.82,92.67,2,1,94.5,0,535,595,425,0.942116551485008,575,-1,-1,-1,-1,-1,-1,0.51,0.9688,0.8171,-1.23027,-0.1295,400000
1,83.0,83.0,2,1,69.11,0,605,545,620,0.486747008438193,495,-1,376,-1,-1,-1,-1,0.8463,0.8784,1.2396,-0.995,0.2889,180000
2,77.2,80.3,2,1,63.54,1,405,395,365,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-0.880999999999999,-0.2793,-0.1988,-0.0552,-0.5245,360000
1,72.6,51.0,2,2,72.0,0,535,515,445,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.51,0.9688,1.688,-0.9953,1.1343,460000
2,88.4,92.9,2,1,69.37,1,440,440,545,0.694479327708463,325,366,-1,-1,-1,393,-1,0.8192,0.6568,0.9623,-0.2902,0.0679,310000
1,68.0,68.0,2,1,80.0,0,440,385,415,0.207392169717661,-1,260,-1,-1,-1,356,-1,1.1336,0.2124,1.0859,1.5404,1.247,100000
2,97.12,90.33,2,1,82.84,1,505,555,555,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.9737,0.3448,0.672,-0.5253,0.3444,510000
2,65.0,61.0,2,1,77.0,0,435,395,515,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-1.0355,-0.2012,-0.8157,-0.9953,-0.7615,330000
1,72.8,65.4,2,1,70.59,0,425,515,475,0.744758354008939,525,-1,438,-1,-1,-1,-1,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,345000
1,67.0,65.0,2,1,62.0,1,375,355,255,0.190153405601018,315,-1,-1,-1,-1,-1,-1,-0.1082,-0.9033,-0.0537,0.6498,-1.2354,240000
1,82.3,84.2,2,1,75.6,0,475,425,380,0.684565067658204,335,-1,-1,-1,452,-1,-1,0.8463,-0.6201,-0.1437,-1.3753,-1.244,100000
2,81.0,56.4,2,1,65.7,0,495,435,375,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.2628,0.1888,-0.4891,0.0623,0.6603,205000
1,77.65,69.45,2,1,76.0,0,380,485,530,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.0355,0.1888,-0.4891,1.4297,-0.2875,110000
1,65.0,63.0,2,1,63.3,0,575,475,605,-1.0,315,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.3817,-0.1727,-1.0774,2500000
1,85.0,81.0,2,1,66.0,0,310,305,415,0.661834475840071,315,-1,-1,-1,446,-1,-1,1.4208,0.7119,0.9322,0.5262,1.4386,220000
1,73.0,60.0,2,1,66.76,0,525,410,345,0.842248322257836,355,-1,469,-1,-1,-1,-1,0.2718,0.7119,0.9322,-1.3753,0.0973,120000
1,54.0,61.0,2,1,71.23,0,640,485,485,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,0.6248,1.1601,-0.0943,185000
1,88.4,61.8,1,1,75.5,1,475,415,415,0.758379883023504,-1,324,-1,-1,473,-1,-1,-0.8772,1.5444,1.2396,-1.1218,1.247,325000
2,89.6,80.33,2,1,9.3,0,535,555,595,0.974396112538398,615,-1,-1,-1,-1,-1,-1,1.1283,1.4368,-0.7068,-1.7004,0.1864,490000
1,74.0,64.0,2,1,72.0,0,560,540,535,0.23780283983757,455,-1,315,-1,-1,-1,-1,0.99,0.2124,0.9322,0.1459,1.0554,525000
1,83.0,82.5,2,1,69.1,0,345,545,585,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.7264,-0.2793,0.0914,-0.5253,0.5024,430000
2,72.83,79.4,1,1,78.34,0,350,630,760,0.144789889482462,455,-1,284,-1,-1,-1,-1,-0.0154,-0.2871,0.4711,-2.0092,-0.6692,340000
1,60.0,55.2,2,1,71.6,1,590,525,605,0.942116551485008,575,-1,-1,-1,-1,-1,-1,0.2718,1.0449,1.547,-0.2344,1.6302,180000
1,69.0,60.66,1,2,76.2,0,615,545,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.4155,0.8784,0.9322,0.7798,0.8637,435000
1,61.3,63.0,2,1,6.95,0,465,485,565,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.0355,0.6568,0.9623,1.4724,0.8183,145000
1,90.0,69.6,2,1,66.7,1,520,485,500,0.694479327708463,375,366,-1,-1,-1,-1,-1,1.4208,0.8784,0.9322,-0.8682,1.0554,180000
1,77.53,72.67,2,1,64.53,0,545,520,545,0.649389714846691,425,356,-1,-1,-1,-1,-1,0.5591,-0.4536,0.7785,-2.136,0.4805,300000
1,84.0,82.0,2,1,77.5,0,475,465,585,0.0587928000083534,-1,200,-1,-1,-1,473,-1,-1.1901,0.3448,-1.3599,0.17983,-0.168999999999999,200000
1,89.0,95.0,2,1,68.0,1,360,450,635,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-0.5332,0.5008,0.3817,0.4442,0.5024,200000
1,75.8,57.8,2,1,61.0,1,455,415,395,0.124502074009537,355,233,-1,-1,-1,286,-1,-1.1901,-0.9033,-0.4891,0.6498,-0.1295,180000
1,48.0,54.0,2,1,56.0,0,325,335,390,0.356536487724475,185,-1,346,-1,-1,-1,-1,-1.308,-1.7856,0.01,0.0192,-2.3937,120000
2,89.0,86.0,2,2,83.0,0,395,345,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.3447,0.8518,0.2729,-0.6428,-0.7615,215000
1,80.64,75.5,2,1,65.66,1,625,555,485,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-1.0208,-0.1206,-0.6048,-0.2344,-0.8608,295000
1,86.0,78.0,2,1,83.43,0,615,605,500,0.649389714846691,555,356,-1,-1,-1,-1,-1,-0.7335,-0.9531,-1.8344,0.0192,-2.5853,300000
1,72.6,57.6,2,1,67.0,0,640,585,680,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,-0.6201,-1.527,-0.7415,-0.0943,305000
2,81.3,88.6,2,1,75.6,0,535,530,520,0.356536487724475,355,-1,346,-1,-1,-1,-1,0.5591,1.2114,0.6248,-0.6147,-0.6692,325000
1,83.0,70.0,2,1,70.17,1,385,505,495,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,0.8171,-0.2902,0.8183,120000
1,88.5,95.2,2,1,78.36,1,465,520,525,0.725984147969479,-1,-1,-1,438,-1,-1,-1,0.7027,0.0459,-0.9122,-0.1076,-0.6692,300000
1,80.33,83.0,2,1,80.0,0,490,445,465,0.924609939432644,-1,-1,-1,-1,-1,-1,-1,0.99,0.5454,0.4711,-1.6289,-2.2021,320000
1,74.7,72.4,2,1,76.1,0,735,605,605,0.790881795278323,494,-1,-1,-1,-1,-1,-1,-0.159,0.0459,0.7785,-0.6147,-0.0943,320000
1,54.0,63.0,2,1,63.0,0,355,335,155,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,0.9623,1.2374,0.1864,150000
1,82.8,67.2,2,1,75.69,0,545,735,560,0.978799292641428,525,-1,561,-1,-1,-1,-1,0.5591,-0.4536,-0.1437,-0.8682,-0.4776,145000
2,87.6,72.2,1,1,77.0,1,465,605,465,0.229481754911755,445,266,-1,-1,-1,-1,-1,-1.0355,-1.0593,-1.0697,0.4148,-0.4455,730000
1,67.0,68.2,2,2,65.47,0,405,485,500,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.4517,0.2124,0.1637,-0.8682,0.8637,400000
2,74.83,68.67,2,1,72.3,1,555,475,475,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.3555,0.2668,-0.2714,-0.2902,-0.1295,420000
2,84.0,71.0,2,1,64.0,0,475,470,415,-1.0,-1,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,0.6248,2.301,-0.6692,125000
1,70.75,63.0,2,1,75.0,1,545,555,485,0.649389714846691,405,356,-1,-1,-1,286,-1,0.5591,0.0459,-0.7585,-1.5021,0.0973,300000
2,72.75,65.4,2,1,79.0,1,420,520,500,0.953899775079926,405,-1,530,-1,-1,-1,-1,0.99,-0.1206,0.1637,-0.7415,-0.2859,95000
1,76.0,77.0,2,2,78.0,0,640,555,545,0.744758354008939,415,-1,438,-1,-1,-1,-1,0.5591,0.2124,1.0859,0.653,-0.4776,215000
1,81.5,58.0,2,1,74.2,1,535,505,500,0.279258511565122,355,-1,-1,-1,-1,292,-1,0.4155,0.5454,0.1637,-0.7415,-0.2859,205000
1,65.5,60.8,2,1,69.73,0,355,515,465,0.143256541032196,295,-1,-1,-1,-1,-1,-1,0.3555,0.8128,0.3817,0.1798,-0.4455,500000
1,63.0,56.0,2,1,61.4,0,445,445,515,0.124502074009537,375,233,-1,-1,-1,393,-1,0.0464,-1.0905,1.6484,0.218999999999999,1.0395,390000
1,90.2,82.4,1,1,75.0,0,645,615,695,-1.0,445,-1,-1,-1,-1,-1,-1,-0.4173,0.1888,0.3817,0.0623,0.0284,375000
1,73.6,77.8,2,1,78.84,0,535,595,665,0.661834475840071,395,-1,-1,-1,446,-1,-1,0.4155,0.7119,0.01,-0.2344,0.0973,200000
1,71.5,64.5,2,1,63.42,0,675,530,560,0.622642915849938,435,-1,407,-1,-1,-1,-1,0.2718,0.8784,-0.4511,-1.6289,0.6721,335000
1,69.0,65.2,2,1,70.3,0,615,670,620,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-0.3027,-0.2871,0.7785,1.1601,-1.0524,420000
1,78.4,75.2,2,1,65.15,1,465,485,590,0.910770164246022,-1,433,-1,-1,-1,286,-1,-0.1855,-0.2793,1.2525,0.7086,0.1864,200000
2,83.0,74.0,2,1,67.0,0,605,585,590,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.5644,1.2114,1.547,-0.995,0.4805,240000
2,70.0,68.8,2,1,70.1,0,360,640,560,0.911395278391328,445,-1,500,-1,-1,-1,-1,0.2718,0.0459,0.9322,-0.3612,0.6721,120000
1,86.8,78.2,2,1,75.73,1,635,535,495,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.7264,0.5008,0.2366,0.7673,-0.2875,500000
2,81.4,79.6,2,1,72.4,1,595,565,570,0.868736585485218,455,-1,-1,-1,-1,420,-1,0.2718,0.2124,-0.9122,-1.5021,0.0973,310000
1,81.9,89.3,2,1,87.5,1,445,525,375,0.538386892985096,355,333,-1,-1,-1,-1,-1,0.6646,0.2668,-0.7068,0.53233,0.0284,120000
1,87.04,81.66,2,1,65.8,0,625,665,405,0.538386892985096,-1,333,-1,-1,-1,340,-1,0.3555,1.2808,0.0914,0.1798,0.8183,290000
2,81.6,77.6,1,2,90.0,0,505,545,525,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,-0.0537,-1.3478,0.5024,350000
1,78.33,61.6,1,1,71.8,0,580,455,485,0.744758354008939,425,-1,438,-1,-1,-1,-1,-1.4517,-1.2861,0.01,-0.2344,-1.244,325000
2,74.8,64.4,2,1,73.0,1,525,405,385,0.885703685007219,-1,-1,-1,-1,-1,-1,-1,-0.1082,0.5008,-0.4891,-0.2902,-0.406,235000
1,90.0,88.3,2,1,70.1,0,430,505,575,0.436962648056859,405,-1,-1,-1,-1,324,-1,-0.159,0.2124,0.3174,0.5262,-0.2859,325000
1,72.5,58.6,2,1,84.4,0,595,365,705,0.910770164246022,455,433,-1,-1,-1,-1,-1,-0.5719,0.5008,-1.0697,-0.5253,0.1864,1300000
2,84.0,68.0,2,1,60.0,0,615,545,515,0.124502074009537,-1,233,-1,-1,-1,-1,-1,-1.1128,0.1888,-0.344,1.41363,-1.2354,225000
2,89.6,74.6,2,1,71.2,0,425,610,555,0.649389714846691,-1,356,-1,-1,-1,286,-1,-0.8772,-0.4536,-0.1437,-0.4879,-0.0943,100000
2,93.4,75.0,2,1,63.7,1,655,615,615,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.3447,-0.7473,-1.3599,0.5323,1.1343,300000
2,90.4,87.0,2,1,77.0,0,585,595,675,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.2782,0.3448,0.0914,-1.1422,-0.6035,430000
2,79.14,70.2,2,1,76.0,0,510,470,440,0.207392169717661,435,260,-1,-1,-1,-1,-1,1.5644,1.0449,0.9322,-0.2344,0.8637,115000
1,72.0,62.0,2,1,69.0,0,345,385,495,0.143256541032196,295,-1,-1,-1,-1,-1,-1,0.51,0.3448,0.8171,1.58992999999999,0.1864,180000
1,80.0,62.6,2,1,78.0,0,445,485,415,0.910770164246022,-1,433,-1,-1,-1,-1,-1,1.6692,1.2808,0.9623,0.1798,0.0284,95000
2,84.5,82.66,2,1,78.7,0,545,445,525,0.229481754911755,465,266,-1,-1,-1,-1,-1,1.1283,1.4368,-0.344,-0.2902,0.5024,345000
1,70.8,64.0,1,1,68.0,1,485,510,590,0.622642915849938,405,-1,407,-1,-1,-1,-1,-0.4463,-0.1206,1.0859,0.1459,-0.8608,350000
1,88.4,86.4,1,1,76.0,1,605,665,605,0.916869961103619,555,-1,-1,-1,-1,-1,-1,0.4155,1.0449,1.0859,-0.995,0.2889,325000
2,73.0,56.0,2,2,71.0,0,405,410,440,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4463,-0.1206,-0.1437,0.9066,0.8637,190000
2,94.2,90.4,2,1,73.0,0,665,645,595,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.6538,0.8128,0.672,1.2374,0.7788,465000
1,85.4,71.6,2,1,84.0,0,555,620,575,0.911395278391328,725,-1,500,-1,-1,-1,-1,-1.8825,0.5454,-1.3733,-0.2344,1.4386,500000
1,78.25,74.25,2,1,73.0,1,570,610,575,0.77657832422745,425,-1,-1,-1,-1,393,-1,0.4155,-0.1206,0.1637,-1.6289,-0.2859,415000
1,76.0,63.0,2,1,83.0,0,420,450,450,0.23780283983757,385,-1,315,-1,-1,-1,-1,-0.4463,-0.2871,0.3174,0.653,0.6721,140000
1,85.4,67.8,2,1,82.67,0,695,535,485,0.622642915849938,495,-1,407,-1,-1,-1,-1,-2.0262,0.0459,0.4711,-0.995,0.2889,350000
1,72.0,80.75,2,1,68.26,0,630,545,655,0.978799292641428,515,-1,561,-1,-1,-1,-1,-0.7335,0.8784,-0.4511,-0.7415,1.0554,320000
1,86.0,76.0,2,1,73.0,1,580,425,605,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.2772,0.5454,0.7785,-0.6147,-0.4776,420000
2,71.1,67.4,2,1,67.4,1,510,545,370,0.356536487724475,445,-1,346,-1,-1,-1,-1,1.2772,0.5454,-1.2196,0.9066,-0.0943,145000
1,83.33,81.4,2,1,61.92,0,425,405,495,0.124502074009537,235,233,-1,358,-1,233,-1,0.6646,-2.3073,-0.344,1.5899,0.0679,150000
1,65.0,62.0,1,1,68.0,1,335,470,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.4517,-0.1206,0.4711,2.0475,0.4805,420000
1,78.2,63.6,2,1,69.43,0,545,570,665,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,0.5454,0.3174,-0.8682,0.6721,180000
1,92.66,95.8,2,1,75.6,0,445,515,615,0.694479327708463,-1,366,-1,-1,-1,446,-1,-0.3014,-1.8393,-0.4891,1.14923,-2.1833,440000
1,91.0,91.0,2,1,80.6,1,475,520,765,0.486747008438193,525,-1,376,-1,-1,-1,-1,0.7027,1.0449,1.0859,1.1601,0.6721,240000
1,81.0,88.7,2,1,69.03,1,415,445,554,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.0464,0.0328,-0.0537,-0.4371,-0.4455,405000
1,86.5,90.7,1,1,60.9,0,395,325,310,0.77657832422745,-1,-1,-1,-1,366,393,-1,0.4155,-0.1206,0.9322,0.653,0.0973,310000
2,87.0,94.0,2,1,74.0,1,544,615,625,0.694479327708463,-1,366,-1,-1,-1,420,-1,-1.0355,0.8128,-0.6343,-1.2303,0.0284,440000
1,79.4,67.6,2,1,65.02,0,465,620,590,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-0.1082,0.2668,0.3817,-0.8778,-0.1295,405000
1,73.0,68.4,2,1,74.3,1,560,530,605,0.911395278391328,445,-1,500,-1,-1,-1,-1,-0.7335,0.5454,-0.7585,-0.6147,1.4386,145000
1,91.0,86.8,1,1,80.8,1,765,645,810,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.4463,-0.7866,-0.4511,-0.6147,-1.4356,265000
1,60.2,66.8,2,1,69.91,0,545,400,635,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.8578,0.8128,-0.6343,-0.0846,-0.7615,440000
1,76.2,67.6,2,1,62.37,0,455,505,330,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,0.1637,-0.7415,0.2889,325000
1,86.5,87.5,2,1,68.0,0,305,395,445,0.824666400671332,345,400,-1,-1,-1,420,-1,-1.8083,-0.0842,0.2729,0.64983,0.5024,355000
1,73.33,70.2,2,1,61.73,0,375,675,505,0.607034038145014,-1,-1,-1,409,-1,-1,-1,-0.1082,-0.9033,0.672,0.29733,-0.168999999999999,430000
2,83.0,74.4,2,1,74.0,0,365,585,415,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.2828,0.9688,0.672,1.0024,1.1343,380000
1,58.0,67.0,2,1,69.0,0,215,365,425,0.376059586651545,-1,300,-1,-1,-1,313,-1,-1.4992,-2.3073,-2.0856,-0.0552,-2.8152,320000
2,78.8,74.6,2,1,72.2,1,710,555,680,0.493596387301038,345,324,-1,-1,-1,-1,-1,0.4155,0.0459,-0.7585,2.0475,0.2889,140000
2,90.4,81.6,2,1,85.8,0,435,505,625,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.6646,-0.3183,-1.6865,-0.2902,-0.1295,320000
1,52.09,55.5,2,1,61.5,0,365,334,475,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,0.2366,0.6498,-0.9194,280000
1,75.0,67.0,2,2,72.0,0,545,535,445,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-2.457,0.0459,0.3174,1.2869,-0.4776,300000
1,80.0,84.0,2,1,69.42,0,560,580,595,-1.0,445,-1,-1,-1,-1,-1,-1,0.2718,-1.2861,-1.527,-1.2486,-0.8608,120000
1,76.8,65.0,2,1,66.6,0,435,464,525,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.9737,-0.5523,-1.4688,-1.1128,-1.2354,250000
1,82.0,62.7,2,1,71.3,0,595,425,355,0.155908502722861,-1,-1,-1,-1,-1,260,-1,0.0464,0.1888,0.3817,-0.6428,-0.5245,310000
2,84.2,86.3,2,1,75.27,0,430,545,645,0.978799292641428,625,-1,561,-1,-1,-1,-1,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,100000
1,62.0,73.8,2,1,70.3,0,385,570,690,0.144789889482462,595,-1,284,-1,-1,-1,-1,-1.4517,-2.2851,-1.0659,0.1459,-2.9686,280000
1,66.5,68.77,2,2,77.04,0,430,570,470,0.356536487724475,635,-1,346,-1,-1,-1,-1,-0.1982,0.1125,0.6388,1.4136,1.6302,105000
1,64.4,68.0,2,2,78.16,0,555,645,455,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.4155,0.8027,0.4711,-0.2344,0.0973,220000
2,83.4,80.0,2,1,62.0,0,565,435,554,0.991397583740291,385,516,-1,-1,-1,-1,-1,-1.4992,0.3448,1.1074,1.4724,0.5419,200000
1,80.7,75.11,1,1,90.01,0,645,605,655,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.6646,0.0328,-1.9405,1.11982999999999,-0.168999999999999,610000
2,69.17,65.0,2,1,71.78,0,510,470,370,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.7027,0.7119,1.0859,0.7798,-0.2859,240000
1,75.6,73.6,2,1,73.5,0,545,485,595,0.974396112538398,615,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,-0.4891,-0.1727,-0.7615,725000
1,87.4,63.0,1,1,55.0,1,580,555,410,0.829584599793067,-1,-1,-1,469,-1,-1,-1,-0.8772,-0.1206,-0.1437,-0.2344,-0.0943,775000
1,77.0,91.7,2,1,70.0,1,345,340,445,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.1644,-1.9521,-1.0659,-1.1218,-0.6692,305000
1,83.0,73.0,2,1,62.0,0,580,580,650,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.4155,0.2124,1.2396,-0.8682,-0.0943,120000
1,59.0,55.0,2,1,66.0,0,700,570,485,0.112139438207403,385,228,469,-1,-1,-1,-1,1.9953,0.3789,1.2396,-1.7556,1.4386,240000
1,77.12,56.9,2,2,72.5,0,385,590,475,0.911395278391328,-1,-1,500,-1,-1,-1,-1,0.8463,-0.4536,-0.1437,-1.1218,-1.244,100000
1,63.0,60.0,2,1,64.0,1,370,280,250,0.356536487724475,315,-1,346,-1,-1,-1,-1,0.99,-0.1206,-0.1437,-1.7556,-1.244,170000
1,85.83,69.33,2,1,66.0,0,345,435,560,0.207392169717661,-1,260,-1,-1,-1,260,-1,0.4155,0.3789,0.7785,-0.1076,0.0973,200000
1,71.5,62.0,2,1,67.2,1,525,470,585,0.486747008438193,445,-1,376,-1,-1,-1,-1,0.4155,0.2124,-0.4511,-0.6147,0.2889,100000
2,93.67,72.6,2,1,78.0,1,485,565,475,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.9737,0.5008,-1.3599,0.41483,-0.9194,450000
1,75.4,62.4,2,1,74.3,0,615,535,650,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.5899,0.3789,0.01,-0.2344,-0.8608,360000
1,79.6,93.9,2,1,73.2,0,380,525,720,0.356536487724475,575,-1,346,-1,-1,-1,-1,-1.1644,-0.9531,-1.8344,1.6672,-0.0943,325000
1,64.0,63.0,2,1,64.0,0,475,395,435,0.10487135986097,275,-1,-1,-1,-1,-1,-1,0.3555,-1.0593,0.2366,-0.6428,1.4502,50000
2,83.0,76.0,2,1,75.0,1,625,340,250,0.115022725743068,365,-1,346,-1,292,-1,-1,0.8463,0.5454,-1.0659,-1.2486,-0.0943,200000
1,92.66,95.6,2,1,71.44,0,455,385,515,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.6646,0.8518,0.5994,-0.6428,0.5024,235000
2,74.0,65.0,2,2,73.0,1,370,370,380,0.23780283983757,485,-1,315,-1,-1,-1,-1,-1.5953,-0.9531,-0.2974,0.0192,-0.6692,100000
1,80.0,79.0,2,1,75.0,0,415,365,310,0.0800552813405495,315,-1,253,-1,-1,-1,-1,-1.1644,0.8784,1.3933,0.653,-0.6692,130000
1,65.33,76.24,2,1,71.11,0,515,575,605,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.2628,-0.5913,0.0914,-1.2303,0.5024,430000
1,65.0,64.8,2,1,69.54,0,465,495,515,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.159,0.3789,1.3933,-0.2344,1.4386,120000
2,72.6,77.16,1,1,72.0,0,464,505,505,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,-0.344,1.4724,0.3444,300000
